"id","control_id","requirement","chunk","metadata"
"bdfe681d-0663-4f4c-a67b-a8edbc876f56","11.3.1.2","Internal vulnerability scans are performed via authenticated scanning as follows: Systems that are unable to accept credentials for authenticated scanning are documented. Sufficient privileges are used for those systems that accept credentials for scanning. If accounts used for authenticated scanning can be used for interactive login, they are managed in accordance with Requirement 8.2.2.","PCI DSS 4_0_1 Requirement Control 11.3.1.2

Defined Approach Requirements:
Internal vulnerability scans are performed via authenticated scanning as follows: Systems that are unable to accept credentials for authenticated scanning are documented. Sufficient privileges are used for those systems that accept credentials for scanning. If accounts used for authenticated scanning can be used for interactive login, they are managed in accordance with Requirement 8.2.2.

Customized Approach Objective:
Automated tools used to detect vulnerabilities can detect vulnerabilities local to each system, which are not visible remotely.

Applicability Notes:
The authenticated scanning tools can be either host-based or network-based. “Sufficient” privileges are those needed to access system resources such that a thorough scan can be conducted that detects known vulnerabilities. This requirement does not apply to system components that cannot accept credentials for scanning. Examples of systems that may not accept credentials for scanning include some network and security appliances, mainframes, and containers. _This requirement is a best practice until 31 March_ _2025, after which it will be required and must be_ _fully considered during a PCI DSS assessment._

Testing Procedures:
Testing Procedure 11.3.1.2.a: Examine scan tool configurations to verify that authenticated scanning is used for internal scans, with sufficient privileges, for those systems that accept credentials for scanning.
Testing Procedure 11.3.1.2.b: Examine scan report results and interview personnel to verify that authenticated scans are performed.
Testing Procedure 11.3.1.2.c: If accounts used for authenticated scanning can be used for interactive login, examine the accounts and interview personnel to verify the accounts are managed following all elements specified in Requirement 8.2.2.
Testing Procedure 11.3.1.2.d: Examine documentation to verify that systems that are unable to accept credentials for authenticated scanning are defined.

Guidance:
Purpose: Authenticated scanning provides greater insight into an entity’s vulnerability landscape since it can detect vulnerabilities that unauthenticated scans cannot detect. attackers may leverage vulnerabilities that an entity is unaware of because certain vulnerabilities will only be detected with authenticated scanning. authenticated scanning can yield significant additional information about an organization’s vulnerabilities. Good Practice: The credentials used for these scans should be considered highly privileged. they should be protected and controlled as such, following pci dss requirements 7 and 8 (except for those requirements for multi-factor authentication and application and system accounts).","{""control_id"": ""11.3.1.2"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": true, ""requirements_id"": ""11""}"
"371c0a34-f12b-47ea-809a-cb453a2b257a","11.3.1.3","Internal vulnerability scans are performed after any significant change as follows: Vulnerabilities that are either high-risk or critical (according to the entity’s vulnerability risk rankings defined at Requirement 6.3.1) are resolved. Rescans are conducted as needed. Scans are performed by qualified personnel and organizational independence of the tester exists (not required to be a QSA or ASV).","PCI DSS 4_0_1 Requirement Control 11.3.1.3

Defined Approach Requirements:
Internal vulnerability scans are performed after any significant change as follows: Vulnerabilities that are either high-risk or critical (according to the entity’s vulnerability risk rankings defined at Requirement 6.3.1) are resolved. Rescans are conducted as needed. Scans are performed by qualified personnel and organizational independence of the tester exists (not required to be a QSA or ASV).

Customized Approach Objective:
The security posture of all system components is verified following significant changes to the network or systems, by using automated tools designed to detect vulnerabilities operating inside the network. Detected vulnerabilities are assessed and rectified based on a formal risk assessment framework.

Applicability Notes:
Authenticated internal vulnerability scanning per Requirement 11.3.1.2 is not required for scans performed after significant changes.

Testing Procedures:
Testing Procedure 11.3.1.3.a: Examine change control documentation and internal scan reports to verify that system components were scanned after any significant changes.
Testing Procedure 11.3.1.3.b: Interview personnel and examine internal scan and rescan reports to verify that internal scans were performed after significant changes and that all high-risk vulnerabilities and all critical vulnerabilities (defined in PCI DSS Requirement 6.3.1) were resolved.
Testing Procedure 11.3.1.3.c: Interview personnel to verify that internal scans are performed by a qualified internal resource(s) or qualified external third party and that organizational independence of the tester exists.

Guidance:
Purpose: Scanning an environment after any significant changes ensures that changes were completed appropriately such that the security of the environment was not compromised because of the change. Good Practice: Entities should perform scans after significant changes as part of the change process per requirement 6.5.2 and before considering the change complete. all system components affected by the change will need to be scanned.","{""control_id"": ""11.3.1.3"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": true, ""requirements_id"": ""11""}"
"93806c67-5421-4fde-a5d9-7b400f1fae42","11.3.1","Internal vulnerability scans are performed as follows: At least once every three months. Vulnerabilities that are either high-risk or critical (according to the entity’s vulnerability risk rankings defined at Requirement 6.3.1) are resolved. Rescans are performed that confirm all high-risk and all critical vulnerabilities (as noted above) have been resolved. Scan tool is kept up to date with latest vulnerability information. Scans are performed by qualified personnel and organizational independence of the tester exists.","PCI DSS 4_0_1 Requirement Control 11.3.1

Defined Approach Requirements:
Internal vulnerability scans are performed as follows: At least once every three months. Vulnerabilities that are either high-risk or critical (according to the entity’s vulnerability risk rankings defined at Requirement 6.3.1) are resolved. Rescans are performed that confirm all high-risk and all critical vulnerabilities (as noted above) have been resolved. Scan tool is kept up to date with latest vulnerability information. Scans are performed by qualified personnel and organizational independence of the tester exists.

Testing Procedures:
Testing Procedure 11.3.1.a: Examine internal scan report results from the last 12 months to verify that internal scans occurred at least once every three months in the most recent 12-month period.
Testing Procedure 11.3.1.b: Examine internal scan report results from each scan and rescan run in the last 12 months to verify that all high-risk vulnerabilities and all critical vulnerabilities (defined in PCI DSS Requirement 6.3.1) are resolved.
Testing Procedure 11.3.1.c: Examine scan tool configurations and interview personnel to verify that the scan tool is kept up to date with the latest vulnerability information.
Testing Procedure 11.3.1.d: Interview responsible personnel to verify that the scan was performed by a qualified internal resource(s) or qualified external third party and that organizational independence of the tester exists.

Guidance:
Definitions: A vulnerability scan is a combination of automated tools, techniques, and/or methods run against external and internal devices and servers, designed to expose potential vulnerabilities in applications, operating systems, and network devices that could be found and exploited by malicious individuals.","{""control_id"": ""11.3.1"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": true, ""requirements_id"": ""11""}"
"d18565fc-50fe-4a2b-ac97-68dd81f7ebb6","11.3.2.1","External vulnerability scans are performed after any significant change as follows: Vulnerabilities that are scored 4.0 or higher by the CVSS are resolved. Rescans are conducted as needed. Scans are performed by qualified personnel and organizational independence of the tester exists (not required to be a QSA or ASV).","PCI DSS 4_0_1 Requirement Control 11.3.2.1

Defined Approach Requirements:
External vulnerability scans are performed after any significant change as follows: Vulnerabilities that are scored 4.0 or higher by the CVSS are resolved. Rescans are conducted as needed. Scans are performed by qualified personnel and organizational independence of the tester exists (not required to be a QSA or ASV).

Customized Approach Objective:
The security posture of all system components is verified following significant changes to the network or systems, by using tools designed to detect vulnerabilities operating from outside the network. Detected vulnerabilities are assessed and rectified based on a formal risk assessment framework.

Testing Procedures:
Testing Procedure 11.3.2.1.a: Examine change control documentation and external scan reports to verify that system components were scanned after any significant changes.
Testing Procedure 11.3.2.1.b: Interview personnel and examine external scan and rescan reports to verify that external scans were performed after significant changes and that vulnerabilities scored 4.0 or higher by the CVSS were resolved.
Testing Procedure 11.3.2.1.c: Interview personnel to verify that external scans are performed by a qualified internal resource(s) or qualified external third party and that organizational independence of the tester exists.

Guidance:
Purpose: Scanning an environment after any significant changes ensures that changes were completed appropriately such that the security of the environment was not compromised because of the change. Good Practice: Entities should include the need to perform scans after significant changes as part of the change process and before the change is considered complete. all system components affected by the change will need to be scanned.","{""control_id"": ""11.3.2.1"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": true, ""requirements_id"": ""11""}"
"50419a6c-795e-41cc-ab95-611b4e035dd8","11.3.2","External vulnerability scans are performed as follows: At least once every three months. By a PCI SSC Approved Scanning Vendor (ASV). Vulnerabilities are resolved and_ASV Program_ _Guide_ requirements for a passing scan are met. Rescans are performed as needed to confirm that vulnerabilities are resolved per the_ASV_ _Program Guide_requirements for a passing scan.","PCI DSS 4_0_1 Requirement Control 11.3.2

Defined Approach Requirements:
External vulnerability scans are performed as follows: At least once every three months. By a PCI SSC Approved Scanning Vendor (ASV). Vulnerabilities are resolved and_ASV Program_ _Guide_ requirements for a passing scan are met. Rescans are performed as needed to confirm that vulnerabilities are resolved per the_ASV_ _Program Guide_requirements for a passing scan.

Customized Approach Objective:
This requirement is not eligible for the customized approach.

Applicability Notes:
For the initial PCI DSS assessment against this requirement, it is not required that four passing scans be completed within 12 months if the assessor verifies: 1) the most recent scan result was a passing scan, 2) the entity has documented policies and procedures requiring scanning at least once every three months, and 3) vulnerabilities noted in the scan results have been corrected as shown in a re-scan(s). _(continued on next page) _

Testing Procedures:
Testing Procedure 11.3.2.a: Examine ASV scan reports from the last 12 months to verify that external vulnerability scans occurred at least once every three months in the most recent 12-month period.
Testing Procedure 11.3.2.b: Examine the ASV scan report from each scan and rescan run in the last 12 months to verify that vulnerabilities are resolved and the_ASV_ _Program Guide_requirements for a passing scan are met.
Testing Procedure 11.3.2.c: Examine the ASV scan reports to verify that the scans were completed by a PCI SSC Approved Scanning Vendor (ASV).

Guidance:
Purpose: Attackers routinely look for unpatched or vulnerable externally facing servers, which can be leveraged to launch a directed attack. organizations must ensure these externally facing devices are regularly scanned for weaknesses and that vulnerabilities are patched or remediated to protect the entity. because external networks are at greater risk of compromise, external vulnerability scanning must be performed at least once every three months by a pci ssc approved scanning vendor (asv). Good Practice: While scans are required at least once every three months, more frequent scans are recommended depending on the network complexity, frequency of change, and types of devices, software, and operating systems used. vulnerabilities identified during external vulnerability scans should be part of a vulnerability management process that includes multiple vulnerability sources, as specified in requirement 6.3.1. multiple scan reports can be combined to show that all systems were scanned and that all applicable vulnerabilities were resolved as part of the three-month vulnerability scan cycle. however, additional documentation may be required to verify non-remediated vulnerabilities are in the process of being resolved. Further Information: See the_asv program guide_ on the pci ssc website.","{""control_id"": ""11.3.2"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": true, ""requirements_id"": ""11""}"
"04976d8c-a5ef-4c53-aae1-bbec15e396e6","11.3","External and internal vulnerabilities are regularly identified, prioritized, and addressed.","PCI DSS 4_0_1 Requirement Control 11.3

Defined Approach Requirements:
External and internal vulnerabilities are regularly identified, prioritized, and addressed.

Guidance:
Purpose: Identifying and addressing vulnerabilities promptly reduces the likelihood of a vulnerability being exploited and the potential compromise of a system component or cardholder data. vulnerability scans conducted at least every three months provide this detection and identification. Good Practice: Vulnerabilities posing the greatest risk to the environment (for example, ranked high or critical per requirement 6.3.1) should be resolved with the highest priority. vulnerabilities identified during internal vulnerability scans should be part of a vulnerability management process that includes multiple vulnerability sources, as specified in requirement 6.3.1. multiple scan reports can be combined for the quarterly scan process to show that all systems were scanned and all applicable vulnerabilities were resolved as part of the three-month vulnerability scan cycle. however, additional documentation may be required to verify non- remediated vulnerabilities are in the process of being resolved. while scans are required at least once every three months, more frequent scans are recommended depending on the network complexity, frequency of change, and types of devices, software, and operating systems used. _(continued on next page)_.","{""control_id"": ""11.3"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": false, ""requirements_id"": ""11""}"
"fef9c2f1-c708-43a3-9ebb-1530b79ca3e7","11.4.1","(continued)_ A penetration testing methodology is defined, documented, and implemented by the entity, and includes: Industry-accepted penetration testing approaches. Coverage for the entire CDE perimeter and critical systems. Testing from both inside and outside the network. Testing to validate any segmentation and scope- reduction controls. Application-layer penetration testing to identify, at a minimum, the vulnerabilities listed in Requirement 6.2.4. Network-layer penetration tests that encompass all components that support network functions as well as operating systems. Review and consideration of threats and vulnerabilities experienced in the last 12 months. Documented approach to assessing and addressing the risk posed by exploitable vulnerabilities and security weaknesses found during penetration testing. Retention of penetration testing results and remediation activities results for at least 12 months.","PCI DSS 4_0_1 Requirement Control 11.4.1

Defined Approach Requirements:
(continued)_
A penetration testing methodology is defined, documented, and implemented by the entity, and includes: Industry-accepted penetration testing approaches. Coverage for the entire CDE perimeter and critical systems. Testing from both inside and outside the network. Testing to validate any segmentation and scope- reduction controls. Application-layer penetration testing to identify, at a minimum, the vulnerabilities listed in Requirement 6.2.4. Network-layer penetration tests that encompass all components that support network functions as well as operating systems. Review and consideration of threats and vulnerabilities experienced in the last 12 months. Documented approach to assessing and addressing the risk posed by exploitable vulnerabilities and security weaknesses found during penetration testing. Retention of penetration testing results and remediation activities results for at least 12 months.

Applicability Notes:
Testing from inside the network (or “internal penetration testing”) means testing from both inside the CDE and into the CDE from trusted and untrusted internal networks. Testing from outside the network (or “external penetration testing”) means testing the exposed external perimeter of trusted networks, and critical systems connected to or accessible to public network infrastructures.

Testing Procedures:
Testing Procedure 11.4.1: Examine documentation and interview personnel to verify that the penetration-testing methodology defined, documented, and implemented by the entity includes all elements specified in this requirement.

Guidance:
Purpose: Internal penetration testing serves two purposes. firstly, just like an external penetration test, it discovers vulnerabilities and misconfigurations that could be used by an attacker that had managed to get some degree of access to the internal network, whether that is because the attacker is an authorized user conducting unauthorized activities, or an external attacker that had managed to penetrate the entity’s perimeter. secondly, internal penetration testing also helps entities to discover where their change control process failed by detecting previously unknown systems. additionally, it verifies the status of many of the controls operating within the cde. a penetration test is not truly a “test” because the outcome of a penetration test is not something that can be classified as a “pass” or a “fail.” the best outcome of a test is a catalog of vulnerabilities and misconfigurations that an entity. Further Information: Refer to the_information supplement: penetration_ _testing guidance_ for additional guidance. industry-accepted penetration testing approaches include: _the open source security testing methodology_ _and manual (osstmm)_ _open web application security project (owasp)_ _penetration testing programs._.","{""control_id"": ""11.4.1"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": true, ""requirements_id"": ""11""}"
"a24ca9eb-750c-4772-bddd-303f33e5c2b0","11.4.2","Internal penetration testing is performed: Per the entity’s defined methodology, At least once every 12 months After any significant infrastructure or application upgrade or change By a qualified internal resource or qualified external third-party Organizational independence of the tester exists (not required to be a QSA or ASV).","PCI DSS 4_0_1 Requirement Control 11.4.2

Defined Approach Requirements:
Internal penetration testing is performed: Per the entity’s defined methodology, At least once every 12 months After any significant infrastructure or application upgrade or change By a qualified internal resource or qualified external third-party Organizational independence of the tester exists (not required to be a QSA or ASV).

Customized Approach Objective:
Internal system defenses are verified by technical testing according to the entity’s defined methodology as frequently as needed to address evolving and new attacks and threats and ensure that significant changes do not introduce unknown vulnerabilities.

Testing Procedures:
Testing Procedure 11.4.2.a: Examine the scope of work and results from the most recent internal penetration test to verify that penetration testing is performed in accordance with all elements specified in this requirement.
Testing Procedure 11.4.2.b: Interview personnel to verify that the internal penetration test was performed by a qualified internal resource or qualified external third-party and that organizational independence of the tester exists (not required to be a QSA or ASV).

Guidance:
Good Practice: Some considerations when choosing a qualified resource to perform penetration testing include: specific penetration testing certifications, which may be an indication of the tester’s skill level and competence. prior experience conducting penetration testing—for example, the number of years of experience, and the type and scope of prior engagements can help confirm whether the tester’s experience is appropriate for the needs of the engagement. Further Information: Refer to the_information supplement: penetration_ _testing guidance_ on the pci ssc website for additional guidance.","{""control_id"": ""11.4.2"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": true, ""requirements_id"": ""11""}"
"4de1a5ae-493a-4262-9597-2c3b7726cde9","11.4.3","External penetration testing is performed: Per the entity’s defined methodology At least once every 12 months After any significant infrastructure or application upgrade or change By a qualified internal resource or qualified external third party Organizational independence of the tester exists (not required to be a QSA or ASV)","PCI DSS 4_0_1 Requirement Control 11.4.3

Defined Approach Requirements:
External penetration testing is performed: Per the entity’s defined methodology At least once every 12 months After any significant infrastructure or application upgrade or change By a qualified internal resource or qualified external third party Organizational independence of the tester exists (not required to be a QSA or ASV)

Customized Approach Objective:
External system defenses are verified by technical testing according to the entity’s defined methodology as frequently as needed to address evolving and new attacks and threats, and to ensure that significant changes do not introduce unknown vulnerabilities.

Testing Procedures:
Testing Procedure 11.4.3.a: Examine the scope of work and results from the most recent external penetration test to verify that penetration testing is performed according to all elements specified in this requirement.
Testing Procedure 11.4.3.b: Interview personnel to verify that the external penetration test was performed by a qualified internal resource or qualified external third party and that organizational independence of the tester exists (not required to be a QSA or ASV).

Guidance:
Good Practice: Some considerations when choosing a qualified resource to perform penetration testing include: specific penetration testing certifications, which may be an indication of the tester’s skill level and competence. prior experience conducting penetration testing—for example, the number of years of experience, and the type and scope of prior engagements can help confirm whether the tester’s experience is appropriate for the needs of the engagement. Further Information: Refer to the_information supplement: penetration_ _testing guidance_ on the pci ssc website for additional guidance.","{""control_id"": ""11.4.3"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": true, ""requirements_id"": ""11""}"
"8f0a55c1-d13e-4f50-8b9d-f9451523400a","11.4.4","Exploitable vulnerabilities and security weaknesses found during penetration testing are corrected as follows: In accordance with the entity’s assessment of the risk posed by the security issue as defined in Requirement 6.3.1. Penetration testing is repeated to verify the corrections.","PCI DSS 4_0_1 Requirement Control 11.4.4

Defined Approach Requirements:
Exploitable vulnerabilities and security weaknesses found during penetration testing are corrected as follows: In accordance with the entity’s assessment of the risk posed by the security issue as defined in Requirement 6.3.1. Penetration testing is repeated to verify the corrections.

Customized Approach Objective:
Vulnerabilities and security weaknesses found while verifying system defenses are mitigated.

Testing Procedures:
Testing Procedure 11.4.4: Examine penetration testing results to verify that noted exploitable vulnerabilities and security weaknesses were corrected in accordance with all elements specified in this requirement.
Testing Procedure 11.4.4: Exploitable vulnerabilities and security weaknesses found during penetration testing are corrected as follows: In accordance with the entity’s assessment of the risk posed by the security issue as defined in Requirement 6.3.1. Penetration testing is repeated to verify the corrections.

Guidance:
Purpose: The results of a penetration test are usually a prioritized list of vulnerabilities discovered by the exercise. often a tester will have chained a number of vulnerabilities together to compromise a system component. remediating the vulnerabilities found by a penetration test significantly reduces the probability that the same vulnerabilities will be exploited by a malicious attacker. using the entity’s own vulnerability risk assessment process (see requirement 6.3.1) ensures that the vulnerabilities that pose the highest risk to the entity will be remediated more quickly. Good Practice: As part of the entity’s assessment of risk, entities should consider how likely the vulnerability is to be exploited and whether there are other controls present in the environment to reduce the risk. any weaknesses that point to pci dss requirements not being met should be addressed.","{""control_id"": ""11.4.4"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": true, ""requirements_id"": ""11""}"
"33b9b694-bde5-4ff0-a259-126c3e980333","11.4.5","If segmentation is used to isolate the CDE from other networks, penetration tests are performed on segmentation controls as follows: At least once every 12 months and after any changes to segmentation controls/methods Covering all segmentation controls/methods in use. According to the entity’s defined penetration testing methodology. Confirming that the segmentation controls/methods are operational and effective, and isolate the CDE from all out-of-scope systems. Confirming effectiveness of any use of isolation to separate systems with differing security levels (see Requirement 2.2.3). Performed by a qualified internal resource or qualified external third party. Organizational independence of the tester exists (not required to be a QSA or ASV).","PCI DSS 4_0_1 Requirement Control 11.4.5

Defined Approach Requirements:
If segmentation is used to isolate the CDE from other networks, penetration tests are performed on segmentation controls as follows: At least once every 12 months and after any changes to segmentation controls/methods Covering all segmentation controls/methods in use. According to the entity’s defined penetration testing methodology. Confirming that the segmentation controls/methods are operational and effective, and isolate the CDE from all out-of-scope systems. Confirming effectiveness of any use of isolation to separate systems with differing security levels (see Requirement 2.2.3). Performed by a qualified internal resource or qualified external third party. Organizational independence of the tester exists (not required to be a QSA or ASV).

Customized Approach Objective:
If segmentation is used, it is verified periodically by technical testing to be continually effective, including after any changes, in isolating the CDE from all out- of-scope systems.

Testing Procedures:
Testing Procedure 11.4.5.a: Examine segmentation controls and review penetration-testing methodology to verify that penetration-testing procedures are defined to test all segmentation methods in accordance with all elements specified in this requirement.
Testing Procedure 11.4.5.b: Examine the results from the most recent penetration test to verify the penetration test covers and addresses all elements specified in this requirement.
Testing Procedure 11.4.5.c: Interview personnel to verify that the test was performed by a qualified internal resource or qualified external third party and that organizational independence of the tester exists (not required to be a QSA or ASV).

Guidance:
Purpose: When an entity uses segmentation controls to isolate the cde from internal untrusted networks, the security of the cde is dependent on that segmentation functioning. many attacks have involved the attacker moving laterally from what an entity deemed an isolated network into the cde. using penetration testing tools and techniques to validate that an untrusted network is indeed isolated from the cde can alert the entity to a failure or misconfiguration of the segmentation controls, which can then be rectified. Good Practice: Techniques such as host discovery and port scanning can be used to verify out-of-scope segments have no access to the cde.","{""control_id"": ""11.4.5"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": true, ""requirements_id"": ""11""}"
"391ecee4-14c1-4851-9e22-04dc8fa9809f","11.4.6","Additional requirement for service_ _providers only:_ If segmentation is used to isolate the CDE from other networks, penetration tests are performed on segmentation controls as follows: At least once every six months and after any changes to segmentation controls/methods. Covering all segmentation controls/methods in use. According to the entity’s defined penetration testing methodology. Confirming that the segmentation controls/methods are operational and effective, and isolate the CDE from all out-of-scope systems. Confirming effectiveness of any use of isolation to separate systems with differing security levels (see Requirement 2.2.3). Performed by a qualified internal resource or qualified external third party. Organizational independence of the tester exists (not required to be a QSA or ASV).","PCI DSS 4_0_1 Requirement Control 11.4.6

Defined Approach Requirements:
Additional requirement for service_ _providers only:_ If segmentation is used to isolate the CDE from other networks, penetration tests are performed on segmentation controls as follows: At least once every six months and after any changes to segmentation controls/methods. Covering all segmentation controls/methods in use. According to the entity’s defined penetration testing methodology. Confirming that the segmentation controls/methods are operational and effective, and isolate the CDE from all out-of-scope systems. Confirming effectiveness of any use of isolation to separate systems with differing security levels (see Requirement 2.2.3). Performed by a qualified internal resource or qualified external third party. Organizational independence of the tester exists (not required to be a QSA or ASV).

Customized Approach Objective:
If segmentation is used, it is verified by technical testing to be continually effective, including after any changes, in isolating the CDE from out-of-scope systems.

Applicability Notes:
This requirement applies only when the entity being assessed is a service provider.

Testing Procedures:
Testing Procedure 11.4.6.a: **_Additional testing procedure for_** **_service provider assessments only:_
Testing Procedure 11.4.6.b: **_Additional testing procedure for_** **_service provider assessments only:_

Guidance:
Purpose: Service providers typically have access to greater volumes of cardholder data or can provide an entry point that can be exploited to then compromise multiple other entities. service providers also typically have larger and more complex networks that are subject to more frequent change. the probability of segmentation controls failing in complex and dynamic networks is greater in service-provider environments. validating segmentation controls more frequently is likely to discover such failings before they can be exploited by an attacker attempting to pivot laterally from an out-of-scope untrusted network to the cde. Good Practice: Although the requirement specifies that this scope validation is carried out at least once every six months and after significant change, this exercise should be performed as frequently as possible to ensure it remains effective at isolating the cde from other networks.","{""control_id"": ""11.4.6"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": true, ""requirements_id"": ""11""}"
"f13fbab4-d3b2-454e-b429-a2198dc1b162","11.4.7","Additional requirement for multi-tenant_ _service providers only:_ Multi-tenant service providers support their customers for external penetration testing per Requirement 11.4.3 and 11.4.4.","PCI DSS 4_0_1 Requirement Control 11.4.7

Defined Approach Requirements:
Additional requirement for multi-tenant_ _service providers only:_ Multi-tenant service providers support their customers for external penetration testing per Requirement 11.4.3 and 11.4.4.

Customized Approach Objective:
Multi-tenant service providers support their customers’ need for technical testing either by providing access or evidence that comparable technical testing has been undertaken. _(continued on next page)_

Guidance:
Purpose: Entities need to conduct penetration tests in accordance with pci dss to simulate attacker behavior and discover vulnerabilities in their environment. in shared and cloud environments, the multi-tenant service provider may be concerned about the activities of a penetration tester affecting other customers’ systems. multi-tenant service providers cannot forbid penetration testing because this would leave their customers’ systems open to exploitation. therefore, multi-tenant service providers must support customer requests to conduct penetration testing or for penetration testing results.","{""control_id"": ""11.4.7"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": false, ""requirements_id"": ""11""}"
"92441220-bc07-43a3-bdb2-256f359b07c6","11.4","External and internal penetration testing is regularly performed, and exploitable vulnerabilities and security weaknesses are corrected.","PCI DSS 4_0_1 Requirement Control 11.4

Defined Approach Requirements:
External and internal penetration testing is regularly performed, and exploitable vulnerabilities and security weaknesses are corrected.

Guidance:
Purpose: Attackers spend a lot of time finding external and internal vulnerabilities to leverage to obtain access to cardholder data and then to exfiltrate that data. as such, entities need to test their networks thoroughly, just as an attacker would do. this testing allows the entity to identify and remediate weakness that might be leveraged to compromise the entity’s network and data, and then to take appropriate actions to protect the network and system components from such attacks. Good Practice: Penetration testing techniques will differ based on an organization’s needs and structure and should be suitable for the tested environment—for example, fuzzing, injection, and forgery tests might be appropriate. the type, depth, and complexity of the testing will depend on the specific environment and the needs of the organization. Definitions: Penetration tests simulate a real-world attack situation intending to identify how far an attacker could penetrate an environment, given differing amounts of information provided to the tester. this allows an entity to better understand its potential exposure and develop a strategy to defend against attacks. a penetration test differs from a vulnerability scan, as a penetration test is an active process that usually includes exploiting identified vulnerabilities. _(continued on next page)_.","{""control_id"": ""11.4"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": false, ""requirements_id"": ""11""}"
"52977397-1496-4d70-a50a-352716816925","11.5.1.1","Additional requirement for service_ _providers only:_Intrusion-detection and/or intrusion-prevention techniques detect, alert on/prevent, and address covert malware communication channels.","PCI DSS 4_0_1 Requirement Control 11.5.1.1

Defined Approach Requirements:
Additional requirement for service_ _providers only:_Intrusion-detection and/or intrusion-prevention techniques detect, alert on/prevent, and address covert malware communication channels.

Customized Approach Objective:
Mechanisms are in place to detect and alert/prevent covert communications with command-and-control systems. Alerts generated by these mechanisms are responded to by personnel, or by automated means that ensure that such communications are blocked. _(continued on next page)_

Testing Procedures:
Testing Procedure 11.5.1.1.a: **_Additional testing procedure for_** **_service provider assessments only:_
Testing Procedure 11.5.1.1.b: **_Additional testing procedure for_** **_service provider assessments only:_
Testing Procedure 11.5.1.1.c: **_Additional testing procedure for_** **_service provider assessments only:_

Guidance:
Purpose: Detecting covert malware communication attempts (for example, dns tunneling) can help block the spread of malware laterally inside a network and the exfiltration of data. when deciding where to place this control, entities should consider critical locations in the network, and likely routes for covert channels. when malware establishes a foothold in an infected environment, it often tries to establish a communication channel to a command-and- control (c&c) server. through the c&c server, the attacker communicates with and controls malware on compromised systems to deliver malicious payloads or instructions, or to initiate data exfiltration. in many cases, the malware will communicate with the c&c server indirectly via botnets, bypassing monitoring, blocking controls, and rendering these methods ineffective to detect the covert channels. _(continued on next page)_. Good Practice: Methods that can help detect and address malware communications channels include real- time endpoint scanning, egress traffic filtering, an ”allow” listing, data loss prevention tools, and network security monitoring tools such as ids/ips. additionally, dns queries and responses are a key data source used by network defenders in support of incident response as well as intrusion discovery. when these transactions are collected for processing and analytics, they can enable a number of valuable security analytic scenarios. it is important that organizations maintain up-to- date knowledge of malware modes of operation, as mitigating these can help detect and limit the impact of malware in the environment.","{""control_id"": ""11.5.1.1"", ""standard"": ""PCI-DSS-v4.0"", ""source"": ""PCI_DSS_PDF_v4.0"", ""control_category"": ""security_testing"", ""has_testing_procedures"": true, ""requirements_id"": ""11""}"
