"id","config_rule","chunk","metadata"
"9ff43492-234b-43f6-b2cb-9d02fe81afab","ec2-imdsv2-check","Config Rule: ec2-imdsv2-check

Guidance: Ensure that your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is conﬁgured with Instance Metadata Service Version 2 (IMDSv2). The rule is NON_COMPLIANT if the HttpTokens is set to optional.","{""guidance"": ""Ensure that your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is con\ufb01gured with Instance Metadata Service Version 2 (IMDSv2). The rule is NON_COMPLIANT if the HttpTokens is set to optional."", ""service"": ""ec2""}"
"3b337d32-686b-4d77-99c3-2c1e4b030765","ec2-instance-detailed-monitoring-enabled","Config Rule: ec2-instance-detailed-monitoring-enabled

Guidance: Ensure that detailed monitoring is enabled for EC2 instances. The rule is NON_COMPLIANT if detailed monitoring is not enabled.","{""guidance"": ""Ensure that detailed monitoring is enabled for EC2 instances. The rule is NON_COMPLIANT if detailed monitoring is not enabled."", ""service"": ""ec2""}"
"1b6a71d5-ef9a-484a-adbd-5092cb15f416","ec2-instance-proﬁle-attached","Config Rule: ec2-instance-proﬁle-attached

Guidance: Ensure that an EC2 instance has an AWS Identity and Access Management (IAM) proﬁle attached to it. The rule is NON_COMPLIANT if no IAM proﬁle is attached to the EC2 instance.","{""guidance"": ""Ensure that an EC2 instance has an AWS Identity and Access Management (IAM) pro\ufb01le attached to it. The rule is NON_COMPLIANT if no IAM pro\ufb01le is attached to the EC2 instance."", ""service"": ""ec2""}"
"2c551939-6af3-4556-bd4b-5c4306203e1b","ec2-launch-template-public-ip-disabled","Config Rule: ec2-launch-template-public-ip-disabled

Guidance: Ensure that Amazon EC2 Launch Templates are not set to assign public IP addresses to Network Interfaces. The rule is NON_COMPLIANT if the default version of an EC2 Launch Template has at least 1 Network Interface with 'AssociatePublicIpAddress' set to 'true'.","{""guidance"": ""Ensure that Amazon EC2 Launch Templates are not set to assign public IP addresses to Network Interfaces. The rule is NON_COMPLIANT if the default version of an EC2 Launch Template has at least 1 Network Interface with 'AssociatePublicIpAddress' set to 'true'."", ""service"": ""ec2""}"
"1abb3c49-dbfa-4805-afa7-14e36679a4b3","ec2-no-amazon-key-pair","Config Rule: ec2-no-amazon-key-pair

Guidance: Ensure that running Amazon Elastic Compute Cloud (EC2) instances are not launched using amazon key pairs. The rule is NON_COMPLIANT if a running EC2 instance is launched with a key pair.","{""guidance"": ""Ensure that running Amazon Elastic Compute Cloud (EC2) instances are not launched using amazon key pairs. The rule is NON_COMPLIANT if a running EC2 instance is launched with a key pair."", ""service"": ""ec2""}"
"303fce34-8fa4-4d20-90dd-96d025fc1885","ec2-resources-protected-by-backup-plan","Config Rule: ec2-resources-protected-by-backup-plan

Guidance: Ensure that Amazon Elastic Compute Cloud (Amazon EC2) instances are protected by a backup plan. The rule is NON_COMPLIANT if the Amazon EC2 instance is not covered by a backup plan.","{""guidance"": ""Ensure that Amazon Elastic Compute Cloud (Amazon EC2) instances are protected by a backup plan. The rule is NON_COMPLIANT if the Amazon EC2 instance is not covered by a backup plan."", ""service"": ""ec2""}"
"5cb5b200-2d28-4f01-b2ea-10799fbf892b","ec2-transit-gateway-auto-vpc-attach-disabled","Config Rule: ec2-transit-gateway-auto-vpc-attach-disabled

Guidance: Ensure that Amazon Elastic Compute Cloud (Amazon EC2) Transit Gateways do not have 'AutoAcceptSharedAttachments' enabled. The rule is NON_COMPLIANT for a Transit Gateway if 'AutoAcceptSharedAttachments' is set to 'enable'.","{""guidance"": ""Ensure that Amazon Elastic Compute Cloud (Amazon EC2) Transit Gateways do not have 'AutoAcceptSharedAttachments' enabled. The rule is NON_COMPLIANT for a Transit Gateway if 'AutoAcceptSharedAttachments' is set to 'enable'."", ""service"": ""ec2""}"
"3389abbb-d5f2-4200-9056-b189a8fc09e0","ec2-volume-inuse-check","Config Rule: ec2-volume-inuse-check

Guidance: Ensure that EBS volumes are attached to EC2 instances. Optionally ensure that EBS volumes are marked for deletion when an instance is terminated.","{""guidance"": ""Ensure that EBS volumes are attached to EC2 instances. Optionally ensure that EBS volumes are marked for deletion when an instance is terminated."", ""service"": ""ec2""}"
"b17da44f-55c3-4749-8c77-c56900c24428","ecr-private-lifecycle-policy-conﬁgured","Config Rule: ecr-private-lifecycle-policy-conﬁgured

Guidance: Ensure that a private Amazon Elastic Container Registry (ECR) repository has at least one lifecycle policy conﬁgured. The rule is NON_COMPLIANT if no lifecycle policy is conﬁgured for the ECR private repository.","{""guidance"": ""Ensure that a private Amazon Elastic Container Registry (ECR) repository has at least one lifecycle policy con\ufb01gured. The rule is NON_COMPLIANT if no lifecycle policy is con\ufb01gured for the ECR private repository."", ""service"": ""unknown""}"
"45dbdb7f-9fb2-41dc-a246-19ac70541b70","ecs-task-deﬁnition-log-conﬁguration","Config Rule: ecs-task-deﬁnition-log-conﬁguration

Guidance: Ensure that logConﬁguration is set on active ECS Task Deﬁnitions. This rule is NON_COMPLIANT if an active ECSTaskDeﬁnition does not have the logConﬁguration resource deﬁned or the value for logConﬁguration is null in at least one container deﬁnition.","{""guidance"": ""Ensure that logCon\ufb01guration is set on active ECS Task De\ufb01nitions. This rule is NON_COMPLIANT if an active ECSTaskDe\ufb01nition does not have the logCon\ufb01guration resource de\ufb01ned or the value for logCon\ufb01guration is null in at least one container de\ufb01nition."", ""service"": ""unknown""}"
"6464fbdd-64d7-4498-87ac-716d5ac9ef3c","ecs-task-deﬁnition-pid-mode-check","Config Rule: ecs-task-deﬁnition-pid-mode-check

Guidance: Ensure that ECSTaskDeﬁnitions are conﬁgured to share a host's process name space with its Amazon Elastic Container Service (AmazonECS) containers. The rule is NON_COMPLIANT if the pid Mode parameter is set to 'host'.","{""guidance"": ""Ensure that ECSTaskDe\ufb01nitions are con\ufb01gured to share a host's process name space with its Amazon Elastic Container Service (AmazonECS) containers. The rule is NON_COMPLIANT if the pid Mode parameter is set to 'host'."", ""service"": ""unknown""}"
"a33ab5b4-df8c-4590-8da9-eaf039b1312a","efs-in-backup-plan","Config Rule: efs-in-backup-plan

Guidance: Ensure that Amazon Elastic File System (Amazon EFS) ﬁle systems are added in the backup plans of AWS Backup. The rule is NON_COMPLIANT if EFS ﬁle systems are not included in the backup plans.","{""guidance"": ""Ensure that Amazon Elastic File System (Amazon EFS) \ufb01le systems are added in the backup plans of AWS Backup. The rule is NON_COMPLIANT if EFS \ufb01le systems are not included in the backup plans."", ""service"": ""efs""}"
"af83df10-2cbc-4bc3-a862-e2b644e4f26f","efs-resources-protected-by-backup-plan","Config Rule: efs-resources-protected-by-backup-plan

Guidance: Ensure that Amazon Elastic File System (Amazon EFS)ﬁle systems are protected by a backup plan. The rule is NON_COMPLIANT if the EFS File System is not covered by a backup plan.","{""guidance"": ""Ensure that Amazon Elastic File System (Amazon EFS)\ufb01le systems are protected by a backup plan. The rule is NON_COMPLIANT if the EFS File System is not covered by a backup plan."", ""service"": ""efs""}"
"16a22b96-1364-43e6-b7cc-f877850855e2","eks-cluster-logging-enabled","Config Rule: eks-cluster-logging-enabled

Guidance: Ensure that an Amazon Elastic Kubernetes Service (Amazon EKS) cluster is conﬁgured with logging enabled. The rule is NON_COMPLIANT if logging for Amazon EKS clusters is not enabled for alllog types.","{""guidance"": ""Ensure that an Amazon Elastic Kubernetes Service (Amazon EKS) cluster is con\ufb01gured with logging enabled. The rule is NON_COMPLIANT if logging for Amazon EKS clusters is not enabled for alllog types."", ""service"": ""eks""}"
"dfee218c-56f6-43e5-acfe-1f80abad126f","eks-cluster-oldest-supported-version","Config Rule: eks-cluster-oldest-supported-version

Guidance: Ensure that an Amazon Elastic Kubernetes Service (EKS) cluster is not running the oldest supported version. The rule is NON_COMPLIANT if an EKS cluster is running oldest supported version (equal to the parameter 'oldestVersionSupported').","{""guidance"": ""Ensure that an Amazon Elastic Kubernetes Service (EKS) cluster is not running the oldest supported version. The rule is NON_COMPLIANT if an EKS cluster is running oldest supported version (equal to the parameter 'oldestVersionSupported')."", ""service"": ""eks""}"
"0f8c7f06-6795-43a1-8f6f-ed2acf1587cf","eks-cluster-secrets-encrypted","Config Rule: eks-cluster-secrets-encrypted

Guidance: Ensure that Amazon EKS clusters are not conﬁgured to have Kubernetes secrets encrypted using AWS KMS. The rule is NON_COMPLIANT if an EKS cluster does not have an encryptio nConﬁg resource or if encryptionConﬁg does not name secrets as a resource.","{""guidance"": ""Ensure that Amazon EKS clusters are not con\ufb01gured to have Kubernetes secrets encrypted using AWS KMS. The rule is NON_COMPLIANT if an EKS cluster does not have an encryptio nCon\ufb01g resource or if encryptionCon\ufb01g does not name secrets as a resource."", ""service"": ""eks""}"
"ab1c65db-e8da-4ff8-8da3-7aaa758a0a07","eks-endpoint-no-public-access","Config Rule: eks-endpoint-no-public-access

Guidance: Ensure that the Amazon Elastic Kubernetes Service (Amazon EKS) endpoint is not publicly accessible. The rule is NON_COMPLIANT if the endpoint is publicly accessible.","{""guidance"": ""Ensure that the Amazon Elastic Kubernetes Service (Amazon EKS) endpoint is not publicly accessible. The rule is NON_COMPLIANT if the endpoint is publicly accessible."", ""service"": ""eks""}"
"8cea5d1a-cd84-4d1d-9224-ad1fee5b4bb5","eks-secrets-encrypted","Config Rule: eks-secrets-encrypted

Guidance: Ensure that Amazon Elastic Kubernetes Service clusters are conﬁgured to have Kubernetes secrets encrypted using AWS Key Management Service (KMS) keys.","{""guidance"": ""Ensure that Amazon Elastic Kubernetes Service clusters are con\ufb01gured to have Kubernetes secrets encrypted using AWS Key Management Service (KMS) keys."", ""service"": ""eks""}"
"def9ab5b-8153-4fb2-a370-7670dd2fe895","elastic-beanstalk-logs-to-cloudwatch","Config Rule: elastic-beanstalk-logs-to-cloudwatch

Guidance: Ensure that AWS Elastic Beanstalk environments are conﬁgured to send logs to Amazon CloudWatch Logs. The rule is NON_COMPLIANT if the valueof `StreamLogs` is false.","{""guidance"": ""Ensure that AWS Elastic Beanstalk environments are con\ufb01gured to send logs to Amazon CloudWatch Logs. The rule is NON_COMPLIANT if the valueof `StreamLogs` is false."", ""service"": ""elasticbeanstalk""}"
"213952ba-7af4-49de-bb22-3ad0d8abdf37","elasticache-redis-cluster-automatic-backup-check","Config Rule: elasticache-redis-cluster-automatic-backup-check

Guidance: Check if the Amazon ElastiCache Redis clusters have automatic backup turned on. The rule is NON_COMPLIANT if the SnapshotRetentionLimit for Redis cluster is less than the SnapshotRetentionPeriod parameter. For example: If the parameter is 15 then the rule is non-compliant if the snapshotRetentionPeriod is between 0-15.","{""guidance"": ""Check if the Amazon ElastiCache Redis clusters have automatic backup turned on. The rule is NON_COMPLIANT if the SnapshotRetentionLimit for Redis cluster is less than the SnapshotRetentionPeriod parameter. For example: If the parameter is 15 then the rule is non-compliant if the snapshotRetentionPeriod is between 0-15."", ""service"": ""elasticache""}"
"2ff2f530-effd-46ca-9335-d9eed7ce6567","elb-acm-certiﬁcate-required","Config Rule: elb-acm-certiﬁcate-required

Guidance: Ensure that the Classic Load Balancers use SSL certiﬁcates provided by AWS Certiﬁcate Manager. To use this rule, use an SSL or HTTPS listener with your Classic Load Balancer. Note- this rule is only applicable to Classic Load Balancers. This rule does not check Applicati on Load Balancers and Network Load Balancers.","{""guidance"": ""Ensure that the Classic Load Balancers use SSL certi\ufb01cates provided by AWS Certi\ufb01cate Manager. To use this rule, use an SSL or HTTPS listener with your Classic Load Balancer. Note- this rule is only applicable to Classic Load Balancers. This rule does not check Applicati on Load Balancers and Network Load Balancers."", ""service"": ""elb""}"
"a35163f8-d3f2-43e6-9b65-6411762bfbc8","emr-block-public-access","Config Rule: emr-block-public-access

Guidance: Ensure that an account with Amazon EMR has block public access settings enabled. The rule is NON_COMPLIANT if BlockPublicSecurityGroupRules is false, or if true, ports other than Port 22 are listed in Permitted PublicSecurityGroupRuleRanges.","{""guidance"": ""Ensure that an account with Amazon EMR has block public access settings enabled. The rule is NON_COMPLIANT if BlockPublicSecurityGroupRules is false, or if true, ports other than Port 22 are listed in Permitted PublicSecurityGroupRuleRanges."", ""service"": ""emr""}"
"5b143649-77f3-4fa6-837d-f0125af7cbfa","fsx-resources-protected-by-backup-plan","Config Rule: fsx-resources-protected-by-backup-plan

Guidance: Ensure that Amazon FSx File Systems are protected by a backup plan. The rule is NON_COMPLIANT if the Amazon FSx File System is not covered by a backup plan.","{""guidance"": ""Ensure that Amazon FSx File Systems are protected by a backup plan. The rule is NON_COMPLIANT if the Amazon FSx File System is not covered by a backup plan."", ""service"": ""fsx""}"
"6d9e9f74-a9b2-4319-bdfa-4769016c75fd","iam-policy-in-use","Config Rule: iam-policy-in-use

Guidance: Ensure that anIAM policy ARN is attached to an IAM user, or a group with one or more IAM users, or an IAM role with one or more trusted entity.","{""guidance"": ""Ensure that anIAM policy ARN is attached to an IAM user, or a group with one or more IAM users, or an IAM role with one or more trusted entity."", ""service"": ""iam""}"
"46950e78-425f-4b73-b4f9-cf27fb878efa","internet-gateway-authorized-vpc-only","Config Rule: internet-gateway-authorized-vpc-only

Guidance: Ensure that internet gateways are attached to an authorized virtual private cloud (Amazon VPC). The rule is NON_COMPLIANT if internet gateways are attached to an unauthorized VPC.","{""guidance"": ""Ensure that internet gateways are attached to an authorized virtual private cloud (Amazon VPC). The rule is NON_COMPLIANT if internet gateways are attached to an unauthorized VPC."", ""service"": ""ec2""}"
"cc137530-4932-4714-bbe2-8f06152a4ef8","kinesis-stream-encrypted","Config Rule: kinesis-stream-encrypted

Guidance: Ensure that Amazon Kinesis streams are encrypted at rest with server-side encryption. The rule is NON_COMPLIANT for a Kinesis stream if 'StreamEncryption' is not present.","{""guidance"": ""Ensure that Amazon Kinesis streams are encrypted at rest with server-side encryption. The rule is NON_COMPLIANT for a Kinesis stream if 'StreamEncryption' is not present."", ""service"": ""kinesis""}"
"b847fc33-a178-46f1-b3a3-1968212f0143","lambda-function-settings-check","Config Rule: lambda-function-settings-check

Guidance: Ensure that the AWS Lambda function settings for runtime, role, timeout, and memory size match the expected values. The rule ignores functions with the 'Image' package type and functions with runtime set to 'OS-onlyRuntime'. The rule is NON_COMPLIANT if the Lambda function settings do not match the expected values.","{""guidance"": ""Ensure that the AWS Lambda function settings for runtime, role, timeout, and memory size match the expected values. The rule ignores functions with the 'Image' package type and functions with runtime set to 'OS-onlyRuntime'. The rule is NON_COMPLIANT if the Lambda function settings do not match the expected values."", ""service"": ""lambda""}"
"8b53b494-443b-40c4-9130-9e964011521b","macie-auto-sensitive-data-discovery-check","Config Rule: macie-auto-sensitive-data-discovery-check

Guidance: Ensure that automated sensitive data discovery is enabled for Amazon Macie. The rule is NON_COMPLIANT if automated sensitive data discovery is disabled. The rule is APPLICABLE for administr ator accounts and NOT_APPLICABLE for member accounts.","{""guidance"": ""Ensure that automated sensitive data discovery is enabled for Amazon Macie. The rule is NON_COMPLIANT if automated sensitive data discovery is disabled. The rule is APPLICABLE for administr ator accounts and NOT_APPLICABLE for member accounts."", ""service"": ""macie""}"
"807577fd-12a4-4a5b-a11e-82a39c3116f7","macie-status-check","Config Rule: macie-status-check

Guidance: Ensure that Amazon Macie is enabled in your account per region. The rule is NON_COMPLIANT if the 'status' attribute is not set to 'ENABLED'.","{""guidance"": ""Ensure that Amazon Macie is enabled in your account per region. The rule is NON_COMPLIANT if the 'status' attribute is not set to 'ENABLED'."", ""service"": ""macie""}"
"b6f9f744-dc46-4635-b0f3-3720ac03a08f","mq-cloudwatch-audit-log-enabled","Config Rule: mq-cloudwatch-audit-log-enabled

Guidance: Ensure that an Amazon MQ broker has CloudWatch audit logging enabled. The rule is NON_COMPLIANT if the broker does not have audit logging enabled.","{""guidance"": ""Ensure that an Amazon MQ broker has CloudWatch audit logging enabled. The rule is NON_COMPLIANT if the broker does not have audit logging enabled."", ""service"": ""mq""}"
"0f1ef978-7b06-4d27-8bc2-993d57361173","mq-cloudwatch-audit-logging-enabled","Config Rule: mq-cloudwatch-audit-logging-enabled

Guidance: Ensure that Amazon MQ brokers have Amazon CloudWatch audit logging enabled. The rule is NON_COMPLIANT if a broker does not have audit logging enabled.","{""guidance"": ""Ensure that Amazon MQ brokers have Amazon CloudWatch audit logging enabled. The rule is NON_COMPLIANT if a broker does not have audit logging enabled."", ""service"": ""mq""}"
"e2a55cff-980a-41ef-94d2-a0a0719e2fae","msk-in-cluster-node-require-tls","Config Rule: msk-in-cluster-node-require-tls

Guidance: Ensure that an Amazon MSK cluster enforces encryption in transit using HTTPS (TLS) with the broker nodes of the cluster. The rule is NON_COMPLIANT if plain text communication is enabled for in- cluster broker node connections.","{""guidance"": ""Ensure that an Amazon MSK cluster enforces encryption in transit using HTTPS (TLS) with the broker nodes of the cluster. The rule is NON_COMPLIANT if plain text communication is enabled for in- cluster broker node connections."", ""service"": ""kafka""}"
"2d9c4562-52c0-4ac0-b074-325a10911ca3","multi-region-cloudtrail-enabled","Config Rule: multi-region-cloudtrail-enabled

Guidance: Note: for this rule, the rule identiﬁer (MULTI_REGION_CLOUD_TRAIL_ENABLED) and rule name (multi-region-clou dtrail-enabled) are diﬀerent. Ensure that there is at leastone multi-region AWS CloudTrail. The rule is NON_COMPLIANT if the trails do not match input parameters. The rule is NON_COMPLIANT if the ExcludeManagementEventSources ﬁeld is not empty or if AWS CloudTrail is conﬁgured to exclude management events such as AWS KMS events or Amazon RDS DataAPI events.","{""guidance"": ""Note: for this rule, the rule identi\ufb01er (MULTI_REGION_CLOUD_TRAIL_ENABLED) and rule name (multi-region-clou dtrail-enabled) are di\ufb00erent. Ensure that there is at leastone multi-region AWS CloudTrail. The rule is NON_COMPLIANT if the trails do not match input parameters. The rule is NON_COMPLIANT if the ExcludeManagementEventSources \ufb01eld is not empty or if AWS CloudTrail is con\ufb01gured to exclude management events such as AWS KMS events or Amazon RDS DataAPI events."", ""service"": ""cloudtrail""}"
"fce7dd1b-3fa3-45b2-8c81-8912b9902700","nacl-no-unrestricted-ssh-rdp","Config Rule: nacl-no-unrestricted-ssh-rdp

Guidance: Ensure that default ports for SSH/RDP ingress traﬃc for network access control lists (NACLs) are restricted. The rule is NON_COMPLIANT if a NACL inbound entry allowsa source TCP or UDP CIDR block for ports22 or 3389.","{""guidance"": ""Ensure that default ports for SSH/RDP ingress tra\ufb03c for network access control lists (NACLs) are restricted. The rule is NON_COMPLIANT if a NACL inbound entry allowsa source TCP or UDP CIDR block for ports22 or 3389."", ""service"": ""ec2""}"
"97b5d01d-3be1-4e00-b40e-3f9ca655c4be","neptune-cluster-backup-retention-check","Config Rule: neptune-cluster-backup-retention-check

Guidance: Ensure that an Amazon NeptuneDB cluster retention period is set to speciﬁc number of days. The rule is NON_COMPLIANT if the retention period is less than the value speciﬁed by the parameter.","{""guidance"": ""Ensure that an Amazon NeptuneDB cluster retention period is set to speci\ufb01c number of days. The rule is NON_COMPLIANT if the retention period is less than the value speci\ufb01ed by the parameter."", ""service"": ""neptune""}"
"72f084d7-d056-431d-8b1f-3511d7396eff","neptune-cluster-cloudwatch-log-export-enabled","Config Rule: neptune-cluster-cloudwatch-log-export-enabled

Guidance: Ensure that an Amazon Neptune cluster has CloudWatch log export enabled for audit logs. The rule is NON_COMPLIANT if a Neptune cluster does not have CloudWatch log export enabled for audit logs.","{""guidance"": ""Ensure that an Amazon Neptune cluster has CloudWatch log export enabled for audit logs. The rule is NON_COMPLIANT if a Neptune cluster does not have CloudWatch log export enabled for audit logs."", ""service"": ""neptune""}"
"429ecef6-e5ec-4885-8eef-454c61ed58a6","neptune-cluster-encrypted","Config Rule: neptune-cluster-encrypted

Guidance: Ensure that storage encryption is enabled for your Amazon Neptune DB clusters. The rule is NON_COMPLIANT if storage encryption is not enabled.","{""guidance"": ""Ensure that storage encryption is enabled for your Amazon Neptune DB clusters. The rule is NON_COMPLIANT if storage encryption is not enabled."", ""service"": ""neptune""}"
"ddd28ce7-bbb7-4128-827c-c8e60f6506a8","neptune-cluster-iam-database-authentication","Config Rule: neptune-cluster-iam-database-authentication

Guidance: Ensure that an Amazon Neptune cluster has AWS Identity and Access Management (IAM) database authentication enabled. The rule is NON_COMPLIANT if an Amazon Neptune cluster does not have IAM database authentication enabled.","{""guidance"": ""Ensure that an Amazon Neptune cluster has AWS Identity and Access Management (IAM) database authentication enabled. The rule is NON_COMPLIANT if an Amazon Neptune cluster does not have IAM database authentication enabled."", ""service"": ""neptune""}"
"91dae25e-e083-4696-8f50-4299bdcc303b","neptune-cluster-snapshot-encrypted","Config Rule: neptune-cluster-snapshot-encrypted

Guidance: Ensure that an Amazon Neptune DB cluster has snapshots encrypted. The rule is NON_COMPLIANT if a Neptune cluster does not have snapshots encrypted.","{""guidance"": ""Ensure that an Amazon Neptune DB cluster has snapshots encrypted. The rule is NON_COMPLIANT if a Neptune cluster does not have snapshots encrypted."", ""service"": ""neptune""}"
"b8a2d34b-1503-4367-a9e2-4dd6c01d8d06","neptune-cluster-snapshot-public-prohibited","Config Rule: neptune-cluster-snapshot-public-prohibited

Guidance: Ensure that an Amazon Neptune manual DB cluster snapshot is not public. The rule is NON_COMPLIANT if any existing and new Neptune cluster snapshot is public.","{""guidance"": ""Ensure that an Amazon Neptune manual DB cluster snapshot is not public. The rule is NON_COMPLIANT if any existing and new Neptune cluster snapshot is public."", ""service"": ""neptune""}"
"3cc598fa-3d09-43c1-95af-c28feda8262b","netfw-logging-enabled","Config Rule: netfw-logging-enabled

Guidance: Ensure that AWS Network Firewall ﬁrewalls have logging enabled. The rule is NON_COMPLIANT if a logging type is not conﬁgured. You can specify which logging type you want the rule to check.","{""guidance"": ""Ensure that AWS Network Firewall \ufb01rewalls have logging enabled. The rule is NON_COMPLIANT if a logging type is not con\ufb01gured. You can specify which logging type you want the rule to check."", ""service"": ""network-firewall""}"
"d002af93-2c5f-4c4f-9952-3c1f9e09659f","netfw-policy-default-action-fragment-packets","Config Rule: netfw-policy-default-action-fragment-packets

Guidance: Ensure that an AWS Network Firewall policy is conﬁgured with a user deﬁned stateless default action for fragmented packets. The rule is NON_COMPLIANT if stateless default action for fragmented packets does not match with user deﬁned default action.","{""guidance"": ""Ensure that an AWS Network Firewall policy is con\ufb01gured with a user de\ufb01ned stateless default action for fragmented packets. The rule is NON_COMPLIANT if stateless default action for fragmented packets does not match with user de\ufb01ned default action."", ""service"": ""network-firewall""}"
"baff8dab-3537-4c23-911a-bff74a69a974","netfw-policy-default-action-full-packets","Config Rule: netfw-policy-default-action-full-packets

Guidance: Ensure that an AWS Network Firewall policy is conﬁgured with a user deﬁned default stateless action for full packets. This rule is NON_COMPLIANT if default stateless action for full packets does not match with user deﬁned default stateless action.","{""guidance"": ""Ensure that an AWS Network Firewall policy is con\ufb01gured with a user de\ufb01ned default stateless action for full packets. This rule is NON_COMPLIANT if default stateless action for full packets does not match with user de\ufb01ned default stateless action."", ""service"": ""network-firewall""}"
"f95e8e30-b07b-444e-a311-4191747a03cf","rds-cluster-iam-authentication-enabled","Config Rule: rds-cluster-iam-authentication-enabled

Guidance: Ensure that an Amazon Relational Database Service (Amazon RDS) cluster has AWS Identity and Access Management (IAM) authentication enabled. The rule is NON_COMPLIANT if an Amazon RDS Cluster does not have IAM authentication enabled.","{""guidance"": ""Ensure that an Amazon Relational Database Service (Amazon RDS) cluster has AWS Identity and Access Management (IAM) authentication enabled. The rule is NON_COMPLIANT if an Amazon RDS Cluster does not have IAM authentication enabled."", ""service"": ""rds""}"
"1d8713d1-b351-4bfb-a544-63df6faebef6","rds-db-security-group-not-allowed","Config Rule: rds-db-security-group-not-allowed

Guidance: Ensure that the Amazon Relational Database Service (Amazon RDS) DB security groups is the default one. The rule is NON_COMPLIANT if there are any DB security groups that are not the defaultDB security group.","{""guidance"": ""Ensure that the Amazon Relational Database Service (Amazon RDS) DB security groups is the default one. The rule is NON_COMPLIANT if there are any DB security groups that are not the defaultDB security group."", ""service"": ""rds""}"
"e302615c-2f9c-45f3-9c60-8d0df79f8204","rds-in-backup-plan","Config Rule: rds-in-backup-plan

Guidance: Ensure that Amazon Relational Database Service (Amazon RDS) databases are present in AWS Backup plans. The rule is NON_COMPLIANT if Amazon RDS databases are not included in any AWS Backup plan.","{""guidance"": ""Ensure that Amazon Relational Database Service (Amazon RDS) databases are present in AWS Backup plans. The rule is NON_COMPLIANT if Amazon RDS databases are not included in any AWS Backup plan."", ""service"": ""rds""}"
"e15dd968-b036-494a-a152-2ad3de62803c","rds-instance-iam-authentication-enabled","Config Rule: rds-instance-iam-authentication-enabled

Guidance: Ensure that an Amazon Relational Database Service (Amazon RDS) instance has AWS Identity and Access Management (IAM) authentication enabled. The rule is NON_COMPLIANT if an Amazon RDS instance does not have IAM authentication enabled.","{""guidance"": ""Ensure that an Amazon Relational Database Service (Amazon RDS) instance has AWS Identity and Access Management (IAM) authentication enabled. The rule is NON_COMPLIANT if an Amazon RDS instance does not have IAM authentication enabled."", ""service"": ""rds""}"
"9215ba13-0ef1-4b20-8993-d1dd6752e66e","rds-resources-protected-by-backup-plan","Config Rule: rds-resources-protected-by-backup-plan

Guidance: Ensure that Amazon Relational Database Service (Amazon RDS) instances are protected by a backup plan. The rule is NON_COMPLIANT if the Amazon RDS Database instance is not covered by a backup plan.","{""guidance"": ""Ensure that Amazon Relational Database Service (Amazon RDS) instances are protected by a backup plan. The rule is NON_COMPLIANT if the Amazon RDS Database instance is not covered by a backup plan."", ""service"": ""rds""}"
"7fd7ae73-32f0-4d7d-8558-d5f220a12123","redshift-backup-enabled","Config Rule: redshift-backup-enabled

Guidance: Ensure that Amazon Redshift automated snapshots are enabled for clusters. The rule is NON_COMPLIANT if the value for automated SnapshotRetentionP eriod is greater than MaxRetentionPeriod or less than MinRetentionPeriod or the value is 0.","{""guidance"": ""Ensure that Amazon Redshift automated snapshots are enabled for clusters. The rule is NON_COMPLIANT if the value for automated SnapshotRetentionP eriod is greater than MaxRetentionPeriod or less than MinRetentionPeriod or the value is 0."", ""service"": ""redshift""}"
"7df90ba0-7267-4c16-995c-e7efb6064ab4","redshift-cluster-kms-enabled","Config Rule: redshift-cluster-kms-enabled

Guidance: Ensure that Amazon Redshift clusters are using a speciﬁed AWS Key Management Service (AWS KMS)key for encryption. The rule is COMPLIANT if encryption is enabled and the cluster is encrypted with the key provided in the kmsKeyArn parameter. The rule is NON_COMPLIANT if the cluster is not encrypted or encrypted with another key.","{""guidance"": ""Ensure that Amazon Redshift clusters are using a speci\ufb01ed AWS Key Management Service (AWS KMS)key for encryption. The rule is COMPLIANT if encryption is enabled and the cluster is encrypted with the key provided in the kmsKeyArn parameter. The rule is NON_COMPLIANT if the cluster is not encrypted or encrypted with another key."", ""service"": ""redshift""}"
"f057ce7c-9705-4c60-bd42-964513f6dfef","redshift-enhanced-vpc-routing-enabled","Config Rule: redshift-enhanced-vpc-routing-enabled

Guidance: Ensure that Amazon Redshift clusters have 'enhancedVpcRouting' enabled. The rule is NON_COMPLIANT if 'enhancedVpcRouting' is not enabled or if the conﬁgura tion.enhancedVpcRo uting ﬁeld is 'false'.","{""guidance"": ""Ensure that Amazon Redshift clusters have 'enhancedVpcRouting' enabled. The rule is NON_COMPLIANT if 'enhancedVpcRouting' is not enabled or if the con\ufb01gura tion.enhancedVpcRo uting \ufb01eld is 'false'."", ""service"": ""redshift""}"
